naam,zender,logo,extras,package,categorie
"NPO 1,1,npo1.svg,""HD,SD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"NPO 2,2,npo2.svg,""HD,SD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"NPO 3,3,npo3.svg,""HD,SD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"RTL 4,4,rtl4.png,""HD,SD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"RTL 5,5,rtl5.webp,""HD,SD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"SBS 6,6,sbs6.svg,""HD,SD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"RTL 7,7,rtl7.webp,""HD,SD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"Veronica / Disney XD,8,veronica-disney-xd.svg,""HD,SD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"Net 5,9,net5.svg,""HD,SD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"RTL 8,10,rtl8.svg,""HD,SD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"STAR Channel,11,star.webp,""HD,SD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"RTL-Z,12,rtlz.svg,""HD,SD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"Viaplay TV,13,viaplay.png,""HD,SD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"Filmbox,19,FilmBox.webp,""HD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"Discovery,20,discovery.png,""HD,SD"",""Standaardpakket,Recreatiepakket"",""DVBC"""
"TLC,21,TLC.png,""HD,SD"",""Standaardpakket,Recreatiepakket"",""DVBC"""
"Investigation Discovery,22,investigation_discovery.png,""HD,SD"",""Standaardpakket,Recreatiepakket"",""DVBC"""
"BBC First,23,BBC.jpg,""HD"",""Standaardpakket,Recreatiepakket"",""DVBC"""
"24Kitchen,24,24kitchen.jpg,""HD,SD"",""Standaardpakket,Recreatiepakket"",""DVBC"""
"ESPN,26,espn.webp,""HD"",""Standaardpakket,Recreatiepakket"",""DVBC"""
"ESPN 2,27,espn.webp,""HD"",""Standaardpakket,Recreatiepakket"",""DVBC"""
"ESPN 3,28,espn.webp,""HD"",""Standaardpakket,Recreatiepakket"",""DVBC"""
"ESPN 4,29,espn.webp,""HD"",""Standaardpakket,Recreatiepakket"",""DVBC"""
"ESPN UHD,30,espn.webp,""HD"",""Standaardpakket,Recreatiepakket"",""DVBC"""
"Nickelodeon,31,nickelodeon.png,""HD,SD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"Comedy Central,32,comedy-central.png,""HD,SD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"MTV,33,MTV.webp,""HD,SD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"Paramount Network,34,Paramount.svg,""HD,SD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"HGTV,39,HGTV.png,""HD"",""Standaardpakket,Recreatiepakket"",""DVBC"""
"National Geographic Channel,40,national-geographic.png,""HD,SD"",""Standaardpakket,Recreatiepakket"",""DVBC"""
"Eurosport,41,Eurosport.webp,""HD,SD"",""Standaardpakket,Recreatiepakket"",""DVBC"""
"Euronews,42,euronews.png,""HD"",""Basispakket,Standaardpakket,Recreatiepakket"",""DVBC"""
"CNBC Europe,43,CNBC_Europe.svg,""HD"",""Standaardpakket,Recreatiepakket"",""DVBC"""
